month,state,district_raw,pincode,IEI,IEI_rz,total_updates
2025-11-01,Maharashtra,Nashik,423501,0.6730497510136879,4.894806933486893,3607.0
2025-09-01,Chhattisgarh,Surajpur,497231,0.6447906049785409,4.8920867445146765,1660.0
2025-11-01,West Bengal,Hugli,712233,0.48424987265470376,4.889075551855302,3.0
2025-11-01,West Bengal,Murshidabad,742301,0.6439987854023022,4.882098914387128,1293.0
2025-12-01,Karnataka,Vijayanagara,583126,0.5877338509305862,4.878187864439008,93.0
2025-12-01,Maharashtra,Nandurbar,425417,0.6094572370050244,4.878164874663523,164.0
2025-10-01,Andhra Pradesh,Annamayya,517305,0.5355217927431682,4.876984563295652,21.0
2025-09-01,Uttar Pradesh,Faizabad,224121,0.6643220248653634,4.874014843336239,485.0
2025-10-01,Bihar,Banka,813205,0.6241142863275918,4.869974948819969,488.0
2025-11-01,Punjab,Shaheed Bhagat Singh Nagar,144513,0.55284031465028,4.864035337351459,37.0
2025-10-01,Karnataka,Shimoga,577411,0.6217403067012295,4.857964310937628,7.0
2025-09-01,Karnataka,Dakshina Kannada,575028,0.6565429800519464,4.856225397113113,72.0
2025-11-01,Maharashtra,Thane,421304,0.48881360086880465,4.8561886202660505,3.0
2025-11-01,Sikkim,East Sikkim,737134,0.5797539817227895,4.8555935025308665,72.0
2025-12-01,Assam,Bajali,781326,0.48174514565314736,4.852798606200997,6.0
2025-09-01,West Bengal,Paschim Medinipur,721443,0.6776688583818251,4.847330502171558,538.0
2025-12-01,Maharashtra,Osmanabad,413504,0.6879756350630476,4.845535966853297,1487.0
2025-11-01,Andhra Pradesh,Tirupati,517641,0.725439021720146,4.844112183355707,24.0
2025-12-01,Maharashtra,Ratnagiri,415708,0.5538579687788292,4.843448093756941,44.0
2025-12-01,Gujarat,Bharuch,393040,0.45233237925837033,4.8427344679426385,4.0
2025-09-01,Karnataka,Kodagu,571237,0.703584268577817,4.842028773710831,68.0
2025-12-01,Maharashtra,Latur,413523,0.5960548541957917,4.841070468530015,662.0
2025-12-01,West Bengal,East Midnapore,721630,0.40823055110918693,4.83287289774153,2.0
2025-10-01,Punjab,Ludhiana,141203,0.572055445005113,4.826910873979106,23.0
2025-12-01,Andhra Pradesh,Y. S. R,516431,0.5861268417480413,4.818950540163372,16.0
2025-12-01,Jharkhand,Dhanbad,826004,0.6357840418368201,4.814702285835588,532.0
2025-12-01,Sikkim,East Sikkim,737134,0.5783305314832767,4.812826802136353,57.0
2025-09-01,Orissa,Puri,754004,0.48261417241301957,4.810825559877267,3.0
2025-09-01,Tamil Nadu,Nagapattinam,609310,0.6793094817797012,4.80636535012966,81.0
2025-12-01,Maharashtra,Jalgaon,425305,0.6584878898746664,4.803931535085375,599.0
2025-11-01,Uttar Pradesh,Jaunpur,222143,0.5704383681509955,4.802900245776132,1457.0
2025-09-01,Mizoram,Mammit,796431,0.5704398704225285,4.799085575563647,29.0
2025-09-01,Tamil Nadu,Tiruppur,641601,0.7013897408598002,4.792913376338678,116.0
2025-12-01,Uttar Pradesh,Allahabad,212203,0.48633446939090585,4.789617307551512,3.0
2025-09-01,Tamil Nadu,Villupuram,607209,0.6980321773994715,4.786716936457248,57.0
2025-12-01,Odisha,Mayurbhanj,757100,0.6815446962830585,4.786040777303302,84.0
2025-10-01,Rajasthan,Jhunjhunu,333029,0.548003631661806,4.786003000284796,9.0
2025-12-01,Madhya Pradesh,Balaghat,481885,0.33724217069817414,4.781958717155394,2.0
2025-09-01,Tamil Nadu,Dindigul,624702,0.6275740338199143,4.779704097128214,194.0
2025-12-01,Maharashtra,Ahmadnagar,413718,0.648496799373393,4.777589185099136,120.0
2025-12-01,Himachal Pradesh,Mandi,175075,0.37840879385659476,4.777583643410941,2.0
2025-10-01,Uttar Pradesh,Basti,272124,0.7114438120246304,4.775258720843982,479.0
2025-10-01,West Bengal,South 24 Parganas,743613,0.5791684534799857,4.768720928241556,62.0
2025-09-01,Tamil Nadu,Villupuram,605759,0.7006532061577461,4.766902215074842,44.0
2025-12-01,Manipur,Churachandpur,795006,0.6237051589110386,4.7660879402135565,76.0
2025-12-01,Maharashtra,Satara,415505,0.5891607809314319,4.763653306244241,163.0
2025-12-01,Himachal Pradesh,Hamirpur,176110,0.6137704439605807,4.76357439169973,48.0
2025-11-01,Telangana,K.v. Rangareddy,509228,0.5904490733588612,4.759222599180201,376.0
2025-12-01,Gujarat,Valsad,396240,0.6472326329878149,4.757248888689073,20.0
2025-09-01,Kerala,Kollam,691534,0.5993365089433098,4.757231810847879,115.0
2025-11-01,Telangana,K.v. Rangareddy,509410,0.6166236082986263,4.753849949085577,243.0
2025-11-01,Tamil Nadu,Sivaganga,630207,0.536837461834175,4.753726437377747,60.0
2025-10-01,Jharkhand,Gumla,835230,0.7133217710953834,4.753031581295822,290.0
2025-10-01,Punjab,SAS Nagar (Mohali),160062,0.6134097887740267,4.7500142494866635,252.0
2025-09-01,Himachal Pradesh,Kangra,176038,0.5929689817634488,4.7423236428090885,22.0
2025-10-01,West Bengal,Haora,711113,0.49125450341165305,4.741365425980876,31.0
2025-10-01,Tamil Nadu,Tiruchirappalli,620018,0.638628512802148,4.7404030645227255,33.0
2025-12-01,Maharashtra,Thane,401503,0.543124921834609,4.737990546138959,101.0
2025-11-01,Telangana,K.v. Rangareddy,500102,0.5662988827897837,4.7360644870514745,19.0
2025-10-01,Andhra Pradesh,Nandyal,518464,0.5355819902518609,4.735785546071304,4.0
2025-12-01,Andhra Pradesh,Anakapalli,531020,0.591802416544278,4.735445994472348,12.0
2025-12-01,West Bengal,Howrah,711322,0.5903465283193614,4.734928653418869,474.0
2025-12-01,Karnataka,Kodagu,571253,0.5434273994542232,4.734520779799363,122.0
2025-11-01,Punjab,Shaheed Bhagat Singh Nagar,144503,0.6918276568042329,4.7259058027917265,33.0
2025-09-01,Punjab,Patiala,147111,0.6553185783353537,4.7241258555758145,481.0
2025-12-01,West Bengal,South Twenty Four Parganas,743348,0.5830716767873605,4.720632728261194,19.0
2025-12-01,Maharashtra,Solapur,413212,0.5939862444333232,4.7194515979116485,214.0
2025-09-01,Karnataka,Vijayanagara,583135,0.6041767234436648,4.718605142336698,165.0
2025-09-01,Andhra Pradesh,Nellore,524142,0.6768415271503995,4.715715868882792,222.0
2025-10-01,Rajasthan,Jhunjhunu,333308,0.3706518238923127,4.7094206449436005,3.0
2025-12-01,West Bengal,Nadia,741316,0.6105293004627304,4.708851108150914,159.0
2025-11-01,Bihar,Nawada,805124,0.6289158644779258,4.705524915143539,1089.0
2025-12-01,Orissa,Kendujhar,758013,0.6478734428517884,4.704553211890781,4.0
2025-11-01,Maharashtra,Raigad,402111,0.4916378060582297,4.7024701928488835,9.0
2025-10-01,West Bengal,South 24 Parganas,743363,0.6191276656390279,4.696932473166562,716.0
2025-12-01,Himachal Pradesh,Una,174317,0.6477340183747614,4.695320153571433,12.0
2025-12-01,Maharashtra,Buldana,443401,0.4197720806042835,4.693778536731548,32.0
2025-10-01,Andhra Pradesh,East Godavari,534330,0.5355798586676925,4.693037615574508,28.0
2025-11-01,Maharashtra,Nanded,431803,0.5897224635378933,4.683960770329082,1613.0
2025-10-01,Tamil Nadu,Thiruvarur,614711,0.6368685305534215,4.680079804990521,58.0
2025-12-01,Andhra Pradesh,Medak,502210,0.5505171237908155,4.677526912077881,8.0
2025-09-01,West Bangal,Hooghly,712103,0.48405450618144785,4.674619615077363,4.0
2025-09-01,Sikkim,North Sikkim,737107,0.6060198596542841,4.669056129946932,3.0
2025-12-01,Maharashtra,Mumbai City,400036,0.38494213246876763,4.65880785899522,2.0
2025-11-01,Maharashtra,Mumbai,400606,0.3654877602976419,4.6582665184400485,2.0
2025-09-01,Madhya Pradesh,Mandla,481882,0.2814582123113556,4.658045922506214,2.0
2025-11-01,Maharashtra,Latur,413607,0.6222709425609704,4.657260859588214,1596.0
2025-10-01,Maharashtra,Satara,415019,0.6535385911735104,4.656316098486664,52.0
2025-11-01,Kerala,Thrissur,680015,0.5030125648233585,4.655667211080309,6.0
2025-09-01,Tamil Nadu,Theni,625522,0.6607228787082271,4.654867830129179,82.0
2025-12-01,Andhra Pradesh,Nizamabad,503180,0.3382607750998656,4.654632148077417,2.0
2025-09-01,Jharkhand,Gumla,835221,0.39180176329128197,4.649139099382314,3.0
2025-10-01,Andhra Pradesh,Tirupati,517561,0.5649188944910415,4.648600892803109,29.0
2025-12-01,West Bengal,Bardhaman,713144,0.5808899787409724,4.6477537604968475,13.0
2025-09-01,Uttar Pradesh,Sambhal,244001,0.2607818029110754,4.645968713517105,3.0
2025-09-01,Uttarakhand,Haridwar,246763,0.602433684655658,4.643797037469677,113.0
2025-12-01,West Bengal,Bankura,722182,0.6270495729214143,4.643273354642152,79.0
2025-09-01,Orissa,Khordha,751006,0.6659964627455189,4.637490946368703,54.0
2025-10-01,Himachal Pradesh,Kangra,176210,0.5696117769712072,4.635103775024705,52.0
2025-12-01,Telangana,Khammam,507118,0.5854622184997437,4.634954363759283,17.0
2025-12-01,West Bengal,Bankura,723121,0.6261620522585217,4.6345099773950835,10.0
2025-11-01,Uttar Pradesh,Balrampur,271215,0.5913128197013057,4.634077975583114,852.0
2025-11-01,Tamil Nadu,Salem,637503,0.5340100447511666,4.633691486384542,4.0
2025-10-01,Mizoram,Serchhip,796186,0.6894731293501754,4.633222909854119,35.0
2025-12-01,Himachal Pradesh,Lahaul and Spiti,172114,0.6113647041189066,4.62474333436542,7.0
2025-09-01,West Bengal,Hooghly,712706,0.5905350734634038,4.624730372069149,794.0
2025-09-01,West Bengal,Murshidabad,742185,0.4973354755312327,4.624040030198216,37.0
2025-06-01,Telangana,Medchal-malkajgiri,500055,0.7410448129314495,4.612053361677359,2558.0
2025-12-01,Maharashtra,Mumbai City,400032,0.5400522791158914,4.610201291696118,4.0
2025-10-01,West Bengal,Paschim Medinipur,721127,0.6105880452510815,4.608509646867339,1862.0
2025-09-01,West Bengal,Hugli,712223,0.40822353219468144,4.603913620547171,3.0
2025-09-01,Kerala,Palakkad,679503,0.6519659074072225,4.603487730718434,119.0
2025-12-01,Kerala,Pathanamthitta,689550,0.6044637640390653,4.602025890933949,21.0
2025-12-01,West Bengal,Jalpaiguri,735203,0.5623817961345003,4.598670372251163,202.0
2025-11-01,Himachal Pradesh,Kangra,176216,0.631836557596328,4.595938026887538,42.0
2025-11-01,West Bengal,Haora,711413,0.43366527501661745,4.594936841237481,3.0
2025-12-01,Tamil Nadu,Thiruvallur,600019,0.47137231634619015,4.594604024020248,3.0
2025-09-01,Uttar Pradesh,Ghazipur,232331,0.6418302136563873,4.5940844826869425,271.0
2025-12-01,Bihar,Sitamarhi,843311,0.5747630203331466,4.591794330586051,770.0
2025-12-01,Maharashtra,Nagpur,440028,0.5111269584024107,4.5914028014860335,15.0
2025-12-01,Madhya Pradesh,Shahdol,484330,0.5583201361377944,4.588945607556306,10.0
2025-10-01,Maharashtra,Raigarh(MH),410222,0.16842460907519885,4.587712823256532,1.0
2025-10-01,West Bengal,Murshidabad,742131,0.5381999174817705,4.5838426433457835,4.0
2025-10-01,Maharashtra,Sangli,416417,0.6312812089705289,4.576609206610909,45.0
2025-10-01,Jharkhand,Hazaribagh,829110,0.1686124317836874,4.570362898565248,1.0
2025-10-01,West Bengal,East Midnapore,721632,0.5708434509979174,4.5695273960738705,9.0
2025-09-01,Uttarakhand,Pauri Garhwal,246167,0.5234671492302224,4.567180372385185,71.0
2025-10-01,Karnataka,Kodagu,571237,0.6921919936718247,4.561289537579541,57.0
2025-10-01,Karnataka,Bangalore,560102,0.6476137268099439,4.5596677662952825,57.0
2025-12-01,Maharashtra,Solapur,413007,0.6213863810916883,4.5591623621415085,316.0
2025-11-01,Maharashtra,Nashik,423111,0.5670248323022781,4.558376881704814,751.0
2025-09-01,Odisha,Baleswar,756023,0.6276542868792169,4.55824849225464,110.0
2025-09-01,Rajasthan,Jalor,343002,0.27499356673485054,4.555012611952219,2.0
2025-09-01,Karnataka,Belgaum,591308,0.66055649660512,4.553077124715334,16.0
2025-10-01,Kerala,Thiruvananthapuram,695508,0.6364127192061146,4.552364373116172,44.0
2025-09-01,Kerala,Thiruvananthapuram,695508,0.6361269719892243,4.5469029904146625,36.0
2025-09-01,West Bengal,Paschim Medinipur,721222,0.6156007129379278,4.539970287783556,369.0
2025-12-01,Maharashtra,Parbhani,431516,0.6543794111960917,4.539822445247721,577.0
2025-10-01,Maharashtra,Satara,415107,0.5073690319508587,4.534413135557933,69.0
2025-11-01,Andhra Pradesh,Mahbubnagar,509206,0.6380174104830048,4.533382341289428,155.0
2025-10-01,Karnataka,Dakshina Kannada,575028,0.6466547688295653,4.532997789610582,80.0
2025-12-01,Puducherry,Pondicherry,605007,0.6031133109764094,4.532208219975739,4.0
2025-09-01,Chhattisgarh,Bilaspur,495118,0.5423844899955995,4.531966163975591,975.0
2025-10-01,Odisha,Cuttack,754105,0.613715603154349,4.529788374983831,120.0
2025-09-01,West Bengal,Howrah,711301,0.6584077651589907,4.528020641228111,374.0
2025-12-01,Madhya Pradesh,Jhabua,457001,0.3231653447738135,4.527688104673407,2.0
2025-12-01,Bihar,Samastipur,847301,0.5675280550374707,4.524351044263803,660.0
2025-09-01,Andhra Pradesh,K.V.Rangareddy,509325,0.3909115532680866,4.52200207914382,3.0
2025-12-01,Chhattisgarh,Bemetara,491338,0.6291894719068385,4.5217635267597585,857.0
2025-10-01,Telangana,Warangal,506015,0.5483391296593172,4.519193717548194,38.0
2025-10-01,Himachal Pradesh,Kangra,177113,0.6948559663073148,4.517682394630012,30.0
2025-09-01,Andhra Pradesh,Bapatla,522329,0.6411660942312402,4.510998608293715,10.0
2025-12-01,Karnataka,Vijayanagara,583117,0.46720438920898083,4.5098096356447055,3.0
2025-12-01,Uttarakhand,Nainital,244712,0.4573114343580761,4.501418112844471,3.0
2025-12-01,Gujarat,Bharuch,392215,0.5929750808620925,4.500444320429233,27.0
2025-09-01,Delhi,South East Delhi,110025,0.4972575908533604,4.500045702516126,125.0
2025-12-01,Odisha,Jajapur,755032,0.3216020731252755,4.497182201971033,5.0
2025-12-01,Maharashtra,Raigarh,410221,0.5520679853984738,4.497152573225,426.0
2025-12-01,Gujarat,Rajkot,360452,0.6043398667806715,4.494287037333239,63.0
2025-11-01,Andhra Pradesh,Y. S. R,516474,0.5424538541496541,4.48762336247389,10.0
2025-10-01,Sikkim,Namchi,737126,0.5357435933567442,4.484495464650267,5.0
2025-11-01,Telangana,Karimnagar,505505,0.5908408502750513,4.48440829900009,141.0
2025-12-01,Gujarat,Patan,384290,0.663611174634455,4.480163813755576,305.0
2025-10-01,Telangana,Adilabad,504311,0.6431994661739394,4.479559759798951,977.0
2025-09-01,Jammu and Kashmir,Kargil,194103,0.6259268565622385,4.4791171144839375,135.0
2025-09-01,Uttar Pradesh,Kanpur Nagar,209203,0.5836571736724304,4.476027293675794,605.0
2025-12-01,Uttarakhand,Pauri Garhwal,246121,0.6221988242807497,4.4751818701990365,392.0
2025-10-01,West Bengal,Barddhaman,713126,0.7028833203221083,4.47500993220944,157.0
2025-10-01,Telangana,Warangal,506172,0.5793315575947853,4.471511233665466,88.0
2025-09-01,Odisha,Malkangiri,764046,0.6884924887927293,4.469907589133465,78.0
2025-11-01,Uttar Pradesh,Sant Ravidas Nagar,221306,0.6024628642036483,4.466969814235267,331.0
2025-12-01,Tripura,West Tripura,799102,0.5777843250445305,4.465318142702104,980.0
2025-10-01,Karnataka,Belgaum,591241,0.6454215364355871,4.465299964404738,42.0
2025-11-01,Madhya Pradesh,West Nimar,451220,0.4559946063319077,4.462905325716862,3.0
2025-12-01,Maharashtra,Solapur,413301,0.6183000864753436,4.461433147660753,214.0
2025-12-01,Uttarakhand,Nainital,262401,0.5760062754351024,4.458827808276326,4.0
2025-10-01,West Bengal,Barddhaman,713341,0.6432199855132424,4.452376760032572,38.0
2025-11-01,Tamil Nadu,Dindigul,624706,0.6009210112080577,4.451012155349614,456.0
2025-09-01,Rajasthan,Jhunjhunu,333305,0.3706518238923127,4.449430889495709,3.0
2025-11-01,Uttar Pradesh,Kanpur Nagar,208006,0.5622339184709109,4.4489826410352,285.0
2025-12-01,Himachal Pradesh,Kinnaur,172104,0.6431689737391446,4.443848706925085,36.0
2025-09-01,Tamil Nadu,Thiruvarur,614711,0.6251003775987514,4.44341481990918,83.0
2025-09-01,Jharkhand,Palamu,822122,0.6552664023359117,4.443283979876329,2153.0
2025-10-01,Sikkim,West,737113,0.6347487154366895,4.441128998760144,53.0
2025-12-01,Andhra Pradesh,Khammam,507119,0.5780803469346516,4.437846589991484,13.0
2025-11-01,Jharkhand,Chatra,825408,0.7220398287991461,4.437227611559703,2356.0
2025-12-01,Bihar,Darbhanga,848209,0.6291845692465253,4.436518796104378,643.0
2025-12-01,Bihar,Rohtas,821309,0.5885488901546073,4.434219645132928,338.0
2025-09-01,Karnataka,Belagavi,591118,0.7214441221133189,4.433336571507968,17.0
2025-10-01,Kerala,Pathanamthitta,689105,0.6383953927029259,4.432831442850146,17.0
2025-10-01,Telangana,Nizamabad,503174,0.6231203689326207,4.430694964220399,7.0
2025-11-01,West Bengal,Barddhaman,713141,0.6303746168990175,4.429305418559729,793.0
2025-07-01,Telangana,Vikarabad,501141,0.6103781529131864,4.426786781857312,3541.0
2025-12-01,Delhi,North West Delhi,110086,0.6967929082134074,4.426696108149053,12224.0
2025-11-01,Bihar,Gaya,805124,0.43936357548578503,4.42475163159796,3.0
2025-10-01,Assam,Nagaon,782427,0.6475458592832586,4.41982569322671,632.0
2025-12-01,West Bengal,Cooch Behar,736132,0.6117891644530163,4.418005057487348,32.0
2025-11-01,Maharashtra,Solapur,413215,0.5961557469512202,4.415383214493893,892.0
2025-12-01,Maharashtra,Sangli,416406,0.6341708799646046,4.415182531919182,68.0
2025-11-01,Uttar Pradesh,Allahabad,211018,0.3233752234444545,4.413962901285091,2.0
2025-12-01,Bihar,Bhabua,821109,0.4479804715976126,4.412957281862195,3.0
2025-10-01,Assam,Udalguri,784504,0.29729824842740243,4.411610221624619,2.0
2025-12-01,Maharashtra,Kolhapur,416210,0.6039572290792485,4.411517795113913,402.0
2025-09-01,Madhya Pradesh,Anuppur,484001,0.6099433102835045,4.410920084250806,26.0
2025-10-01,Jammu and Kashmir,Jammu,181124,0.5225936394508193,4.409016408543093,7.0
2025-07-01,Maharashtra,Mumbai Suburban,400072,0.8123824184526383,4.408911328402097,3429.0
2025-12-01,Karnataka,Belgaum,591101,0.6567555246255995,4.40658851349035,158.0
2025-12-01,Karnataka,Shivamogga,577423,0.6370236422909392,4.4060998377782905,44.0
2025-12-01,Maharashtra,Parbhani,431508,0.6096899332531425,4.403266441614179,621.0
2025-07-01,Assam,Cachar,788030,0.6988008309307671,4.403241056707613,807.0
2025-12-01,Telangana,K.v. Rangareddy,509410,0.6068873469824221,4.396083859312109,176.0
2025-09-01,Telangana,Adilabad,504206,0.5916495709461952,4.395613756880146,26.0
2025-09-01,West Bengal,Dakshin Dinajpur,733155,0.598555090050262,4.394357843265196,28.0
2025-12-01,Himachal Pradesh,Bilaspur,174031,0.6109414633863468,4.392172144704319,41.0
2025-12-01,Uttar Pradesh,Kanpur Nagar,209203,0.5810305712713648,4.388174999911787,582.0
2025-12-01,Jammu and Kashmir,Samba,181143,0.5966237831092129,4.385772621334118,78.0
2025-09-01,Tamil Nadu,Krishnagiri,635119,0.6264041678510136,4.384095350883683,118.0
2025-10-01,Kerala,Thiruvananthapuram,695026,0.682955898206598,4.383495473412574,135.0
2025-10-01,Madhya Pradesh,Dewas,455116,0.6776594484594196,4.381303697922416,433.0
2025-09-01,Himachal Pradesh,Bilaspur,174031,0.6103839039029331,4.380503943508163,36.0
2025-11-01,Uttar Pradesh,Varanasi,221012,0.6171531452228165,4.37570937060737,5.0
2025-11-01,Karnataka,Tumkur,572134,0.564982133967286,4.37470379612531,12.0
2025-09-01,Gujarat,Jamnagar,361335,0.609163132389523,4.374122983042164,154.0
2025-09-01,Goa,South Goa,403712,0.7226864186147219,4.372485054370129,29.0
2025-12-01,Bihar,Lakhisarai,811304,0.5824524920045243,4.367351444557961,29.0
2025-11-01,Bihar,Purba Champaran,845413,0.4711475600648469,4.366163368668479,3.0
2025-10-01,Gujarat,Gir Somnath,362268,0.7178101292195412,4.365508310908049,175.0
2025-09-01,Orissa,Khordha,752038,0.38184665565073284,4.362503038041839,2.0
2025-09-01,Tamil Nadu,Villupuram,605107,0.6251798095435271,4.3601091594431,21.0
2025-12-01,West Bengal,Barddhaman,713122,0.6068049756719086,4.359699562606444,205.0
2025-11-01,Delhi,East Delhi,110094,0.5732696681061226,4.359168724839975,9.0
2025-10-01,Maharashtra,Kolhapur,416501,0.5689421085123055,4.356468625510176,171.0
2025-12-01,Haryana,Ambala,133105,0.36334425886081956,4.356025121445728,2.0
2025-11-01,Tamil Nadu,Thiruvallur,600087,0.47163428262075385,4.355425433975151,3.0
2025-10-01,Uttarakhand,Pauri Garhwal,246167,0.5167449038127622,4.352959377653273,55.0
2025-12-01,Andhra Pradesh,Alluri Sitharama Raju,531111,0.5696340544368216,4.352822526188337,158.0
2025-12-01,Himachal Pradesh,Chamba,176330,0.5083878090344136,4.3460876514790545,3.0
2025-10-01,Andhra Pradesh,Y. S. R,516361,0.36174256586647113,4.344284496122549,2.0
2025-09-01,Tamil Nadu,Krishnagiri,635102,0.6620080896716615,4.339656711706627,260.0
2025-12-01,Rajasthan,Bikaner,334604,0.6820592435672497,4.337795159644965,565.0
2025-12-01,Maharashtra,Ahmed Nagar,414602,0.5314676029064886,4.33567329321861,11.0
2025-11-01,Sikkim,West,737113,0.6315241792281028,4.335550783771836,53.0
2025-10-01,Gujarat,Valsad,396240,0.6217071811626735,4.331174606061938,8.0
2025-11-01,Orissa,Gajapati,761206,0.4778801522349222,4.331000008771494,2.0
2025-09-01,Odisha,Baleswar,756134,0.6594861309186835,4.330446430755666,204.0
2025-11-01,West Bengal,Barddhaman,713420,0.6368837814626434,4.3293039212627304,148.0
2025-10-01,Chhattisgarh,Surajpur,497231,0.6241166346674153,4.327201681371826,1278.0
2025-09-01,West Bengal,Paschim Medinipur,721135,0.6394033783616652,4.325027976507983,742.0
2025-10-01,West Bengal,Dakshin Dinajpur,733158,0.6527824463402436,4.319841347175288,47.0
2025-12-01,Maharashtra,Raigarh,410101,0.5829806376481438,4.316188062185404,664.0
2025-09-01,Uttar Pradesh,Kanpur Nagar,208006,0.5564630168541125,4.315926871428923,301.0
2025-09-01,Uttar Pradesh,Agra,283105,0.613732174249271,4.314051579369484,888.0
2025-10-01,Rajasthan,Barmer,344501,0.6778911618276144,4.313432578595092,102.0
2025-11-01,Andhra Pradesh,Vizianagaram,532168,0.614174883584815,4.309972787164835,21.0
2025-09-01,West Bengal,South 24 Parganas,743398,0.6536212025393355,4.304853228762962,25.0
2025-10-01,Gujarat,Amreli,364490,0.5509609403484635,4.294543916421858,6.0
2025-10-01,Tamil Nadu,Dindigul,624706,0.5940583712091746,4.29381363614765,281.0
2025-12-01,Orissa,Khordha,751006,0.6490153836179698,4.293712587846778,62.0
2025-10-01,Bihar,Jehanabad,804429,0.6436514492371012,4.2900474498749155,379.0
2025-12-01,Andhra Pradesh,Nizamabad,503207,0.4428013357223346,4.289221725541485,3.0
2025-12-01,Bihar,Madhubani,843319,0.6100894956329649,4.288941556492957,75.0
2025-09-01,Tamil Nadu,Ramanathapuram,623604,0.61187792657869,4.288134445476431,36.0
2025-12-01,West Bengal,Jalpaiguri,735222,0.49236034841213355,4.287617606502277,218.0
2025-10-01,Assam,Kamrup Metro,781029,0.6336154309604788,4.284118339863094,133.0
2025-11-01,West Bengal,Medinipur,721212,0.46511635847665467,4.28400202212858,3.0
2025-09-01,West Bengal,Nadia,741254,0.5315797279232349,4.276962952537882,117.0
2025-11-01,Gujarat,Surat,394520,0.6280235058183273,4.273100514584935,283.0
2025-09-01,Telangana,Warangal,506004,0.5831686769324069,4.2713520999955445,21.0
2025-09-01,Karnataka,Bangalore Rural,560087,0.6686577099845076,4.268947681988472,150.0
2025-11-01,Gujarat,Ahmedabad,363425,0.4940686324805951,4.268104185781683,37.0
2025-10-01,Tamil Nadu,Viluppuram,605201,0.6167141265886622,4.266358774276719,76.0
2025-10-01,Rajasthan,Pali,306116,0.6637636072390143,4.262845233904501,83.0
2025-10-01,Mizoram,Mammit,796431,0.5552613057833853,4.259177732284625,23.0
2025-09-01,Andhra Pradesh,Bapatla,522315,0.2934885424478276,4.2583673968773565,2.0
2025-12-01,Maharashtra,Nashik,423111,0.5608635454861265,4.256326188323803,457.0
2025-10-01,Rajasthan,Bharatpur,321205,0.684563160368834,4.255293866473525,451.0
2025-09-01,Punjab,Amritsar,143504,0.6369810012945781,4.254890483104214,117.0
2025-07-01,West Bengal,Alipurduar,736121,0.7284071500484328,4.250257508317461,546.0
2025-11-01,Kerala,Thrissur,680317,0.6901946342919274,4.247962908430188,67.0
2025-09-01,Uttar Pradesh,Rae Bareli,229203,0.6227291930919885,4.24724721344256,436.0
2025-09-01,Jammu and Kashmir,Udhampur,182312,0.29171347226500377,4.245863389507235,2.0
2025-12-01,Chhattisgarh,Gariyaband,491558,0.6443152298648067,4.245842645017023,80.0
2025-12-01,Bihar,Nawada,805124,0.6081131258237246,4.2452094523182655,1446.0
2025-10-01,Tamil Nadu,Tiruchirappalli,621215,0.6532255106684922,4.244113006268928,285.0
2025-12-01,Andhra Pradesh,Khammam,507135,0.34380854877291467,4.243848424411784,2.0
2025-10-01,Uttar Pradesh,Ghaziabad,201019,0.41723481788235844,4.242520954333869,14.0
2025-10-01,Maharashtra,Sangli,416401,0.577893284217589,4.23947412427123,190.0
2025-09-01,Andhra Pradesh,Alluri Sitharama Raju,507129,0.67540689589036,4.238903891717709,56.0
2025-10-01,Tamil Nadu,Nagapattinam,609309,0.6413455427481097,4.238515187943092,153.0
2025-12-01,Punjab,Fatehgarh Sahib,147006,0.3444795089992675,4.236493632006809,2.0
2025-12-01,Himachal Pradesh,Solan,173230,0.5573011305576203,4.2359877274470605,9.0
2025-12-01,Tamil Nadu,Krishnagiri,635112,0.6910663729898548,4.23381171116617,1081.0
2025-10-01,Punjab,Shaheed Bhagat Singh Nagar,144503,0.661931313436131,4.233574898871897,29.0
2025-09-01,Maharashtra,Raigarh,402102,0.5634261952324383,4.233382534389724,49.0
2025-11-01,Punjab,Amritsar,143103,0.5752210447414635,4.231867097588845,149.0
2025-11-01,Orissa,Ganjam,761116,0.662540416692006,4.230975829240608,26.0
2025-12-01,Himachal Pradesh,Una,177038,0.4671683315552809,4.230123150343541,3.0
2025-10-01,Bihar,Nawada,805124,0.6074270915978037,4.230029135559589,907.0
2025-10-01,Punjab,Nawanshahr,144417,0.4540532614968631,4.229751979598026,17.0
2025-12-01,Andhra Pradesh,Anakapalli,531031,0.5564143890193086,4.228795173635943,66.0
2025-12-01,Tamil Nadu,Vellore,632519,0.6495461493734611,4.227826489867279,82.0
2025-11-01,Andhra Pradesh,Nalgonda,508374,0.5231217654359898,4.227298656508322,74.0
2025-09-01,Assam,Kamrup Metro,781029,0.631307023057589,4.225672336007416,110.0
2025-10-01,Kerala,Wayanad,673591,0.6327758307632474,4.225466692995991,111.0
2025-09-01,Uttar Pradesh,Moradabad,244301,0.6717647419235239,4.223203596667681,871.0
2025-12-01,Bihar,Gaya,805236,0.3490669147673162,4.220521742954608,2.0
2025-09-01,Tamil Nadu,Viluppuram,605201,0.6143175257250155,4.218885189965326,77.0
2025-09-01,Uttar Pradesh,Basti,272302,0.6677360093281048,4.215951466708371,708.0
2025-11-01,Chhattisgarh,Surajpur,497231,0.6199494009188706,4.2133383032324625,1222.0
2025-11-01,Madhya Pradesh,Ujjain,456771,0.6610933927208696,4.210179362496101,1256.0
